QueryId,EntityId
2,2616207
2,4406241
2,1745425
2,2496331
2,2496299
2,794776
2,366601
2,4381315
2,1616801
2,3262831
2,1411577
2,1280403
2,1158269
2,1101026
2,938640
2,371051
2,3899070
2,3894916
2,3894239
2,3890969
2,3890932
2,3682229
2,3637393
2,3576372
2,3572564
2,3365033
2,3351161
2,2658328
2,1259103
2,3494659
2,4012653
2,3997661
2,3738128
2,3577642
2,3577641
2,2692538
2,1350105
2,1145225
2,1048338
2,3192913
2,2544424
2,3892378
2,938532
2,837678
2,4148783
2,3904177
2,3841277
2,3505248
2,3493082
2,3066021
2,2920711
2,2860537
2,2578200
2,1999858
2,1784022
2,1665978
2,1611504
2,1481474
2,1331911
2,1013951
2,988078
2,430386
2,430307
2,213322
2,1216465
2,956021
2,3592977
2,937465
2,558174
2,558157
2,3572540
2,1139430
2,2508826
2,4482640
2,3576438
2,2496301
2,837751
2,1255621
2,3576376
2,2508807
2,3576756
2,4271013
2,3267096
2,2892640
2,687344
2,386760
2,2708885
2,4386586
2,4334740
2,3612787
2,3062925
2,3004029
2,2924915
2,2220686
2,2021727
2,1953372
2,1547585
2,1293207
2,909851
2,888352
2,789564
2,430520
2,3674981
2,3889871
2,758546
2,3576520
2,1850915
2,2800893
2,837570
2,2713857
2,1275116
2,4355929
2,3891647
2,937635
2,2496309
2,941969
2,481606
2,3168585
2,3004496
2,1534134
2,2194473
2,2508842
2,2496328
2,430423
2,4196645
2,3576502
2,3651053
2,4559305
2,4312172
2,4236643
2,4227089
2,4197137
2,4098382
2,3871648
2,3776365
2,3742435
2,3735106
2,3718373
2,3691087
2,3559943
2,3424145
2,3343633
2,3164445
2,1672222
2,741013
2,430488
2,1828935
2,2896512
2,3651172
2,3402382
2,430448
2,2496333
2,3672076
2,3682356
2,3149819
2,482913
2,3670585
2,3674979
2,3673715
2,2508806
2,4058548
2,1353664
2,220000
2,4627482
2,4241831
2,2496305
2,1441663
2,1024568
2,2798170
2,2612362
2,1862418
2,837572
2,1992343
2,955969
2,551044
2,946959
2,430575
2,1989301
2,3576754
2,3262732
2,3721407
2,1196304
2,3576393
2,3886015
2,1942183
2,3877176
2,400496
2,430506
2,2509109
2,3576510
2,2509110
2,4287776
2,558041
2,3741261
2,3261983
2,430524
2,430483
2,4014187
2,3675278
2,3672263
2,1057028
2,3675252
2,1944484
2,332651
2,3016189
2,4011934
2,3891652
2,3190701
2,3894686
2,3671471
2,4255469
2,2880987
2,3670666
2,3394680
2,3576496
2,3683797
2,2869391
2,401111
2,3736426
2,3352047
2,2508847
2,430538
2,846792
2,2367833
2,430530
2,3957054
4,1842323
4,3138304
4,3726763
4,2345637
4,569628
4,3139815
4,1531022
4,3899932
4,2946833
4,3472187
4,708945
4,186149
4,2071791
4,3138698
4,3145670
4,567187
4,2754760
4,2132349
4,3138622
4,3138439
4,2198673
4,1431282
4,3630910
4,3248690
4,1841606
4,3140029
4,4558722
4,3463060
4,3433221
4,3138238
4,3138576
4,3138925
4,3138806
4,589404
4,181965
4,3066957
4,166001
4,166022
4,3139450
4,3432984
4,3139408
4,564284
4,183269
4,4627023
4,573230
4,88176
4,2408022
4,3138418
4,573225
4,3138975
4,2266578
4,3053326
4,1658568
4,563289
4,733960
4,569665
4,3138181
4,3138240
